,label,text
773,1,The reception has been generally good.
774,1,"Excellent sound, battery life and inconspicuous to boot!."
775,1,Great bluetooth!.
776,1,I highly recommend this case.
777,1,WORTHWHILE.
778,1,This is a great deal.
779,0,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part."
780,0,I am sorry I made this purchase.
781,0,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.
782,0,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.
783,0,It was horrible!.
784,0,I don't think it would hold it too securly on your belt.
785,0,This allows the possibility of double booking for the same date and time after the first.
786,0,They work about 2 weeks then break.
787,1,It is simple to use and I like it.
788,1,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!"
789,0,I can't use this case because the smell is disgusting.
790,0,NOT WHAT I WANTED.
791,1,I own 2 of these cases and would order another.
792,1,Great Phone.
793,1,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.
794,0,"The internet access was fine, it the rare instance that it worked."
795,1,Perfect for the PS3.
796,1,"Five star Plus, plus."
797,1,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.
798,0,$50 Down the drain.
799,0,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.
800,1,"Good , works fine."
801,1,For the price this was a great deal.
802,1,"Great price, too!"
803,0,"If there is a wind, it is completely useless."
804,1,Yes it's shiny on front side - and I love it!
805,0,Does Not Work.
806,0,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr)."
807,1,The reception through this headset is excellent.
808,1,2 thumbs up to this seller
809,1,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight."
810,0,Improper description.... I had to return it.
811,1,#1 It Works - #2 It is Comfortable.
812,1,Battery charge-life is quite long.
813,1,The Jabra EarGels fit my ears very well.
814,0,Battery has no life.
815,0,I checked everywhere and there is no feature for it which is really disappointing.
816,1,Product is exactly as described.
817,1,Gets a signal when other Verizon phones won't.
818,0,Doesn't do the job.
819,1,I would recommend it.
820,1,Plan on ordering from them again and again.
821,1,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well."
822,1,I have been very satisfied with this cell phone from day one.
823,1,They keep getting better and better (this is my third one and I've had numerous Palms too).
824,0,Awkward to use and unreliable.
825,1,The shipping time was also very quick!
826,0,Not as good as I had hoped.
827,1,Good case!.
828,0,Doesn't Work.
829,1,Really good product.
830,0,Unfortunately it did not work.
831,0,All three broke within two months of use.
832,0,dont buy it.
833,0,"My father has the V265, and the battery is dying."
834,0,"However, the ear pads come off easily and after only one week I lost one."
835,0,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently."
836,0,"Horrible, horrible protector."
837,0,I don't like this Nokia either.
838,0,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3."
839,0,I have bought this Nokia cell phone a few weeks ago and it was a nightmare.
840,0,It would take too long to describe how bad my customer service experience has been with Amazon.
841,0,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!
842,0,Terrible.. My car will not accept this cassette.
843,0,"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with."
844,0,It's not what it says it is.
845,0,Stay Away From the Q!.
846,0,Used and dirty.
847,0,Very unreliable service from T-mobile !
848,0,Not good enough for the price.
849,0,I bought two of them and neither will charge.
850,1,It looks very nice.
851,1,"This is an excellent tool, especially when paired with your phone's auto-answer."
852,1,I have read other's reviews here but I haven't had any problem with it.
853,0,These products cover up the important light sensor above the ear outlet.
854,1,Comfortable in my hand.
855,0,Just does not work.
856,0,Poor Reliability.
857,1,(It works!)
858,0,"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing."
859,0,"Terrible product, and waste of money!"
860,0,Last time buying from you.
861,0,It was a waste of my money.
862,1,So far it has worked like a charm.
863,1,"I have only had it for a few weeks, but so far, so good."
864,1,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone."
865,1,Would recommend this item.
866,1,It's been my choice headset for years.Great sound; good volume; good noise cancellation.
867,1,"Nice case, feels good in your hands."
868,0,The item received was Counterfeit.
869,1,"Just really good.. So far, probably the best BT headset I have ever had."
870,1,Works fine.
871,1,I received my headset in good time and was happy with it.
872,1,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.
873,1,My sister has one also and she loves it.
874,1,Good Quality.
875,0,This is by far the worst purchase I've made on Amazon.
876,1,Excellent dual-purpose headset.
877,1,Excellent!.
878,0,Does not work for listening to music with the cingular 8125.
879,1,"It seems completely secure, both holding on to my belt, and keeping the iPhone inside."
880,0,"The bottowm line...another worthless, cheap gimmick from Sprint."
881,0,Having trouble with volume.
882,1,The only good thing was that it fits comfortably on small ears.
883,0,WARNING - DO NOT BUY!!.
884,1,"I am pairing this with my iphone, and I could not be happier with it so far."
885,0,"When it opens, the battery connection is broken and the device is turned off."
886,0,"I didn't want the clip going over the top of my ear, causing discomfort."
887,1,Best headset ever!!!.
888,0,Don't trust their website and don't expect any helpful support.
889,1,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.
890,0,The speaker is of low quality so as making the ring tones sound very cheap.
891,1,"Fits comfortably, came with three sizes of earbud tips."
892,1,Excellent product for the price.
893,0,Bad Reception.
894,0,This product is very High quality Chinese CRAP!!!!!!
895,1,It was quite comfortable in the ear.
896,1,Great phone.
897,0,Don't buy this product - It fails!.
898,0,Everything about this product is wrong.First
899,1,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.
900,0,"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts."
901,0,Terrible phone holder.
902,1,The cutouts and buttons are placed perfectly.
903,1,I love being able to use one headset for both by land-line and cell.
904,0,Problem is that the ear loops are made of weak material and break easily.
905,0,Not nearly as good looking as the AMAZON picture makes it look.
906,1,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product."
907,0,How stupid is that?
908,1,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting."
909,1,Seller shipped quickly and much cheaper than the competitors.
910,1,"Good show, Samsung."
911,1,So I bought about 10 of these and saved alot of money.
912,0,It always cuts out and makes a beep beep beep sound then says signal failed.
913,0,Couldn't figure it out
914,0,"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it."
915,0,So I had to take the battery out of the phone put it all back together and then restart it.
916,0,"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop."
917,1,Leopard Print is wonderfully wild!.
918,1,Works for me.
919,0,"Saggy, floppy piece of junk."
920,1,much better than the hard plastic cases.
921,0,It also had a new problem.
922,1,Happy so far!.
923,1,cool phone.
924,1,Works good.
925,1,Motorola finally got the voice quality of a bluetooth headset right.
926,0,It looses connection to the phone even when it is within a couple feet between the two.
927,1,"but it is great, i would really recommend it"
928,0,Makes it easier to keep up with my bluetooth when I'm not wearing it.
929,0,As I said above....PRETTY USELESS!
930,0,Never got it!!!!!
931,0,This pair of headphones is the worst that I have ever had sound-wise.
932,0,[...] down the drain because of a weak snap!
933,0,Does not charge the Cingular (ATT) 8525 phone.
934,1,"You get extra minutes so that you can carry out the call and not get cut off."""
935,0,"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls."
936,0,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.
937,1,The headset fulfills my requirements so I am happy with my purchase.
938,1,Logitech Bluetooth Headset is a 10!.
939,1,"I like the fact that it rests lightly against your ear, rather than inside."
940,1,A lot of websites have been rating this a very good phone and so do I.
941,1,I have tried these cables with my computer and my iPod and it works just fine.
942,0,"The mic there is a joke, and the volume is quite low."
943,0,I'm returning them.
944,0,I does not maintain a connection with the computer while it is on my lap.
945,1,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.
946,1,I have had mine for about a year and this Christmas I bought some for the rest of the family.
947,1,"Otherwise, easy to install and use, clear sound."
948,1,nice leather.
949,0,I had to purchase a different case.
950,1,It is a joy to use.
951,0,Very much disappointed with this company.
952,1,Very satisifed with that.
953,0,It didn't charge for me.
954,1,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!
955,0,Buttons are too small.
956,1,Just reading on the specs alone makes you say WOW.
957,1,Love it.. Great armband.
958,1,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.
959,0,"However, the keypads are so tinny that I sometimes reach the wrong buttons."
960,1,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.
961,1,I was very impressed with the price of the cases.
962,1,Also makes it easier to hold on to.
963,1,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!"
964,1,It's pretty easy.
965,0,I cannot make calls at certain places.
966,0,"however, my girl was complain that some time the phone doesn't wake up like normal phone does."
967,1,Beautiful styling though.
968,0,This company charge me a restocking fee and still not given me my refund back.
969,0,I'm trying to return it for a refund.
970,0,I plugged it in only to find out not a darn thing worked.
971,1,Excellent product.
972,0,Earbud piece breaks easily.
973,0,Lousy product.
974,0,This phone tries very hard to do everything but fails at it's very ability to be a phone.
975,1,It is the best charger I have seen on the market yet.
976,1,SWEETEST PHONE!!!
977,1,":-)Oh, the charger seems to work fine."
978,1,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.
979,0,Not enough volume.
980,0,Echo Problem....Very unsatisfactory
981,0,you could only take 2 videos at a time and the quality was very poor.
982,0,don't waste your money.
983,0,I am going to have to be the first to negatively review this product.
984,0,Adapter does not provide enough charging current.
985,0,"There was so much hype over this phone that I assumed it was the best, my mistake."
986,0,You also cannot take pictures with it in the case because the lense is covered.
987,0,Phone falls out easily.
988,0,"It didn't work, people can not hear me when I talk."
989,0,The text messaging feature is really tricky to use.
990,0,I'm really disappointed all I have now is a charger that doesn't work.
991,0,Painful on the ear.
992,0,Lasted one day and then blew up.
993,0,disappointed.
994,0,Kind of flops around.
995,0,The screen does get smudged easily because it touches your ear and face.
996,0,What a piece of junk.. I lose more calls on this phone.
997,0,Item Does Not Match Picture.
998,0,The only thing that disappoint me is the infra red port (irda).
999,0,"You can not answer calls with the unit, never worked once!"
0,0,"A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  "
1,0,"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  "
2,0,"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  "
3,0,Very little music or anything to speak of.  
4,1,The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  
5,0,"The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  "
6,0,Wasted two hours.  
7,1,"Saw the movie today and thought it was a good effort, good messages for kids.  "
8,0,A bit predictable.  
9,1,Loved the casting of Jimmy Buffet as the science teacher.  
10,1,And those baby owls were adorable.  
11,1,"The movie showed a lot of Florida at it's best, made it look very appealing.  "
12,1,The Songs Were The Best And The Muppets Were So Hilarious.  
13,1,It Was So Cool.  
14,1,"This is a very ""right on case"" movie that delivers everything almost right in your face.  "
15,0,"It had some average acting from the main person, and it was a low budget as you clearly can see.  "
16,1,"This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  "
17,1,"I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  "
18,1,"It's practically perfect in all of them Â– a true masterpiece in a sea of faux ""masterpieces.  "
19,1,""" The structure of this film is easily the most tightly constructed in the history of cinema.  "
20,1,I can think of no other film where something vitally important occurs every other minute.  
21,1,"In other words, the content level of this film is enough to easily fill a dozen other films.  "
22,1,How can anyone in their right mind ask for anything more from a movie than this?  
23,1,"It's quite simply the highest, most superlative form of cinema imaginable.  "
24,1,"Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  "
25,0,This short film certainly pulls no punches.  
26,0,Graphics is far from the best part of the game.  
27,1,This is the number one best TH game in the series.  
28,1,It deserves strong love.  
29,1,It is an insane game.  
30,1,"There are massive levels, massive unlockable characters... it's just a massive game.  "
31,1,Waste your money on this game.  
32,1,This is the kind of money that is wasted properly.  
33,1,"Actually, the graphics were good at the time.  "
34,0,Today the graphics are crap.  
35,1,"As they say in Canada, This is the fun game, aye.  "
36,1,This game rocks.  
37,1,"Buy it, play it, enjoy it, love it.  "
38,1,It's PURE BRILLIANCE.  
39,0,This was a flick doomed from its conception.  
40,0,"The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  "
41,0,I wasn't the least bit interested.  
42,0,"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  "
43,0,But it's just not funny.  
44,0,But even the talented Carrell can't save this.  
45,0,"His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  "
46,0,The story itself is just predictable and lazy.  
47,0,"The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  "
48,0,"But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  "
49,1,"The film succeeds despite, or perhaps because of, an obviously meagre budget.  "
50,1,"I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  "
51,1,"In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  "
52,1,It's hard not to fall head-over-heels in love with that girl.  
53,0,"On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  "
54,0,"Long, whiny and pointless.  "
55,0,"But I recommend waiting for their future efforts, let this one go.  "
56,1,"Excellent cast, story line, performances.  "
57,1,Totally believable.  
58,1,Anne Heche was utterly convincing.  
59,1,Sam Shepard's portrayal of a gung ho Marine was sobering.  
60,1,I sat riveted to the TV screen.  
61,1,All in all I give this one a resounding 9 out of 10.  
62,1,I do think Tom Hanks is a good actor.  
63,1,I enjoyed reading this book to my children when they were little.  
64,0,I was very disappointed in the movie.  
65,0,One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  
66,0,There is a totally unnecessary train/roller coaster scene.  
67,0,There was absolutely no warmth or charm to these scenes or characters.  
68,0,This movie totally grates on my nerves.  
69,0,"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  "
70,0,"And, quite honestly, often its not very good.  "
71,0,"Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  "
72,0,"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  "
73,1,There are some generally great things in it.  
74,0,"I wouldn't say they're worth 2 hours of your time, though.  "
75,1,"The suspense builders were good, & just cross the line from G to PG.  "
76,1,"I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  "
77,1,"If you want a movie that's not gross but gives you some chills, this is a great choice.  "
78,1,Alexander Nevsky is a great film.  
79,1,"He is an amazing film artist, one of the most important whoever lived.  "
80,0,"I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained ""movie business"" of QuÃ©bec.  "
81,1,This if the first movie I've given a 10 to in years.  
82,1,"If there was ever a movie that needed word-of-mouth to promote, this is it.  "
83,1,"Overall, the film is interesting and thought-provoking.  "
84,1,"Plus, it was well-paced and suited its relatively short run time.  "
85,1,Give this one a look.  
86,1,I gave it a 10  
87,1,The Wind and the Lion is well written and superbly acted.  
88,1,It is a true classic.  
89,1,It actually turned out to be pretty decent as far as B-list horror/suspense films go.  
90,1,Definitely worth checking out.  
91,0,The problem was the script.  
92,0,It was horrendous.  
93,0,There was NOTHING believable about it at all.  
94,0,The only suspense I was feeling was the frustration at just how retarded the girls were.  
95,1,MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  
96,1,The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  
97,1,The cast of veteran actors are more than just a nostalgia trip.  
98,1,Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  
99,1,"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  "
100,1,I don't think you will be disappointed.  
101,0,"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  "
102,0,"The acting was bad, the dialogs were extremely shallow and insincere.  "
103,0,"It was too predictable, even for a chick flick.  "
104,0,Too politically correct.  
105,0,Very disappointing.  
106,1,"The only thing really worth watching was the scenery and the house, because it is beautiful.  "
107,0,"I love Lane, but I've never seen her in a movie this lousy.  "
108,0,An hour and a half I wish I could bring back.  
109,1,But in terms of the writing it's very fresh and bold.  
110,1,"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  "
111,0,The directing and the cinematography aren't quite as good.  
112,0,"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  "
113,0,"), and sometimes it was so embarrassing that I had to look away.  "
114,0,The directing seems too pretentious.  
115,0,"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  "
116,0,And generally the lines and plot is weaker than the average episode.  
117,0,"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  "
118,1,"Some applause should be given to the ""prelude"" however.  "
119,1,I really liked that.  
120,1,A great film by a great director.  
121,1,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  
122,1,The music in the film is really nice too.  
123,1,I'd advise anyone to go and see it.  
124,1,Brilliant!  
125,1,10/10  
126,1,I liked this movie way too much.  
127,0,My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  
128,1,It rocked my world and is certainly a must see for anyone with no social or physical outlets.  
129,0,"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  "
130,0,"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  "
131,0,There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  
132,0,"This was a poor remake of ""My Best Friends Wedding"".  "
133,0,"All in all, a great disappointment.  "
134,0,"I cannot believe that the actors agreed to do this ""film"".  "
135,0,I could not stand to even watch it for very long for fear of losing I.Q.  
136,0,I guess that nobody at the network that aired this dribble watched it before putting it on.  
137,0,"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  "
138,0,"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  "
139,0,"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  "
140,0,"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  "
141,0,All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  
142,0,"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  "
143,0,"You can't relate with them, hell you barely can understand them.  "
144,1,This is definitely a cult classic well worth viewing and sharing with others.  
145,0,"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  "
146,0,The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  
147,0,"A truly, truly bad film.  "
148,0,"The acting is terrible, and the writing is worse.  "
149,0,The only possible way this movie could be redeemed would be as MST3K fodder.  
150,0,I paid too much.  
151,1,"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  "
152,0,It was so BORING!  
153,0,No plot whatsoever!  
154,0,"Again, no plot at all.  "
155,0,Horrible!  
156,0,Worst hour and a half of my life!Oh my gosh!  
157,0,I had to walk out of the theatre for a few minutes just to get some relief!  
158,0,I hate movies like that.  
159,0,"Yeah, the movie pretty much sucked.  "
160,0,THERE IS NO PLOT OR STORYLINE!!  
161,0,"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  "
162,0,Awful.  
163,0,I don't think I've ever gone to a movie and disliked it as much.  
164,0,It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  
165,0,NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  
166,0,"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  "
167,0,"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  "
168,1,"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  "
169,0,Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  
170,0,I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  
171,0,This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  
172,0,I certainly do not mean this distinction in a good way.  
173,0,I mean this in a terrible way.  
174,0,This film has no redeeming features.  
175,0,Everything is appalling.  
176,0,"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  "
177,0,The story is beyond stupid.  
178,0,The script isÂ…was there a script?  
179,0,The kids are annoying.  
180,0,The lead man is charisma-free.  
181,0,"Utterly without merit on any level, this is akin to torture.  "
182,0,I'll even say it again Â– this is torture.  
183,0,Maybe there would be a reasonable explanation for this atrocity.  
184,0,Not a pleasant voyage of self-discovery.  
185,0,Highly unrecommended.  
186,0,"If this premise sound stupid, that's because it is.  "
187,0,"Yes, it's that bad.  "
188,0,Nothing at all to recommend.  
189,1,An excellent performance from Ms.  
190,1,"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  "
191,1,It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  
192,0,"This movie suffered because of the writing, it needed more suspense.  "
193,0,There were too many close ups.  
194,0,But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  
195,0,But this movie is definitely a below average rent.  
196,1,"""You'll love it!  "
197,0,This movie is BAD.  
198,0,So bad.  
199,0,The film is way too long.  
200,0,This is definitely one of the bad ones.  
201,1,The movie I received was a great quality film for it's age.  
202,1,John Wayne did an incredible job for being so young in the movie industry.  
203,1,His on screen presence shined thought even though there were other senior actors on the screen with him.  
204,1,I think that it is a must see older John Wayne film.  
205,0,I really don't see how anyone could enjoy this movie.  
206,0,I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  
207,0,"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  "
208,0,"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  "
209,1,Jamie Foxx absolutely IS Ray Charles.  
210,1,His performance is simply genius.  
211,1,"He owns the film, just as Spacek owned ""Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.  "
212,1,""" In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  "
213,1,Ray Charles is legendary.  
214,1,"Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  "
215,1,Hitchcock is a great director.  
216,0,Ironically I mostly find his films a total waste of time to watch.  
217,1,"Secondly, Hitchcock pretty much perfected the thriller and chase movie.  "
218,0,It's this pandering to the audience that sabotages most of his films.  
219,0,Hence the whole story lacks a certain energy.  
220,0,"The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  "
221,0,There are the usual Hitchcock logic flaws.  
222,0,Mishima is extremely uninteresting.  
223,0,"This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  "
224,0,The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  
225,0,"And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  "
226,0,"He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  "
227,0,"Schrader has made a resume full of lousy, amateurish films.  "
228,1,"When I first watched this movie, in the 80s, I loved it.  "
229,1,"I was totally fascinated by the music, the dancing... everything.  "
230,0,"However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  "
231,0,"I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  "
232,0,The character developments also lacked in depth.  
233,0,"Woa, talk about awful.  "
234,0,Do not waste your time.  
235,0,It was just too horrible.  
236,0,"The worst, sappiest dialogue... I could go on and on.  "
237,0,But what really made it unwatchable was the direction.  
238,0,The poor actors.  
239,0,You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  
240,0,If you check the director's filmography on this site you will see why this film didn't have a chance.  
241,0,This would not even be good as a made for TV flick.  
242,1,"If good intentions made a film great, then this film might be one of the greatest films ever made.  "
243,1,"The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  "
244,0,"Regrettably, the film fails.  "
245,0,"The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  "
246,0,No actress has been worse used that June Allison in this movie.  
247,1,"Yet, I enjoy watching it.  "
248,0,"Unfortunately, this is a bad movie that is just plain bad.  "
249,0,"Bad script, bad direction and horrible acting make this one plain bad!  "
250,0,The dialogue sucked.  
251,0,The cinematography-if it can be called that-sucked.  
252,0,The soundtrack sucked.  
253,0,The acting sucked.  
254,0,The concert sequences just sucked.  
255,1,That was nice.  
256,1,That was funny.  
257,1,It was so funny.  
258,0,"Overall, this movie was cheap trash.  "
259,0,"But this movie is not funny, considering the ridiculousness of it.  "
260,0,I came out of it feeling angry.  
261,1,"***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  "
262,1,The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  
263,1,"Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).  "
264,1,"And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  "
265,1,"All things considered, a job very well done.  "
266,1,Thanks good a movie like this was done and released.  
267,1,"One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  "
268,1,"It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  "
269,1,"The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  "
270,1,"It is an excellent drama, an excellent thriller, and an excellent film.  "
271,1,Up there with the best of Melville.  
272,1,Everything about this film is simply incredible.  
273,1,You truly take this journey through the eyes and soul of a child.  
274,1,BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  
275,1,"The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  "
276,1,I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  
277,0,I'm not sure what he was trying to do with this film.  
278,0,If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  
279,1,There is a lot of beautiful places.  
280,0,"It was forced, like everything in this movie.  "
281,0,"Again, lame.  "
282,0,Here's where the movie really pi**ed me off.  
283,0,And don't even get me started on the jerky camerawork.  
284,0,When I saw it in the theater I thought I was going to be sick.  
285,0,Summary: The witticisms weren't witty.  
286,0,"The plot - well, I said I'd let that one go.  "
287,0,The acting was bad.  
288,0,Really bad.  
289,0,"Even Billy Bob couldn't rise above the script, which was worse.  "
290,0,"Camerawork - again, bad.  "
291,0,Rating: 1 out of 10.  
292,1,An AMAZING finale to possibly the BEST trilogy of all time!  
293,1,Kieslowski never ceases to amaze me.  
294,1,"He is one of my favourite directors, and one of the most talented directors in the history of cinema.  "
295,1,"His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  "
296,1,Three of the most visually appealing movies i've ever seen.  
297,1,And his subtle connections between the three films are awesome.  
